rm,fsz,tipus,napelemszam,mfbMuszak,nettoListaar,mfbAR,tuzeseti,szezonalis
3.54,1,Fronius Primo 3.5-1,12,Igen,2167220,Igen,1,10
3.835,1,Fronius Primo 3.5-1,13,Igen,2210918,Igen,1,10
3.245,1,Fronius Primo 3.6-1,11,Igen,2284075,Nem,1,10
3.54,1,Fronius Primo 3.6-1,12,Igen,2327773,Nem,1,10
3.835,1,Fronius Primo 3.6-1,13,Igen,2170642,Igen,1,10
4.13,1,Fronius Primo 3.6-1,14,Igen,2214340,Igen,1,10
3.54,1,Fronius Primo 4.0-1,12,Igen,2287497,Nem,1,10
3.835,1,Fronius Primo 4.0-1,13,Igen,2331195,Igen,1,10
4.13,1,Fronius Primo 4.0-1,14,Igen,2456755,Igen,1,10
4.425,1,Fronius Primo 4.0-1,15,Igen,2234873,Igen,1,10
3.835,1,Fronius Primo 4.6-1,13,Igen,2308031,Igen,1,10
4.13,1,Fronius Primo 4.6-1,14,Igen,2351728,Igen,1,10
4.425,1,Fronius Primo 4.6-1,15,Igen,2477288,Igen,1,10
4.72,1,Fronius Primo 4.6-1,16,Igen,2520986,Igen,1,10
5.015,1,Fronius Primo 4.6-1,17,Igen,2336550,Igen,1,10
5.31,1,Fronius Primo 4.6-1,18,Igen,2380247,Igen,1,10
4.425,1,Fronius Primo 5.0-1,15,Igen,2505807,Igen,1,10
4.72,1,Fronius Primo 5.0-1,16,Igen,2549505,Igen,1,10
5.015,1,Fronius Primo 5.0-1,17,Igen,2663845,Igen,1,10
5.31,1,Fronius Primo 5.0-1,18,Igen,2707542,Igen,1,10
5.605,1,Fronius Primo 5.0-1,19,Igen,2848884,Igen,1,10
5.9,1,Fronius Primo 5.0-1,20,Igen,2522918,Igen,1,10
2.655,3,Fronius Symo 3.0-3-M,9,Igen,2566616,Nem,1,10
2.95,3,Fronius Symo 3.0-3-M,10,Igen,2680956,Nem,1,10
3.245,3,Fronius Symo 3.0-3-M,11,Igen,2724654,Nem,1,10
3.245,3,Fronius Symo 3.7-3-M,11,Igen,2865995,Nem,1,10
3.54,3,Fronius Symo 3.7-3-M,12,Igen,2909693,Nem,1,10
3.835,3,Fronius Symo 3.7-3-M,13,Igen,3024673,Nem,1,10
4.13,3,Fronius Symo 3.7-3-M,14,Igen,2015668,Igen,1,10
3.835,3,Fronius Symo 4.5-3-M,13,Igen,2059365,Igen,1,10
4.13,3,Fronius Symo 4.5-3-M,14,Igen,2229347,Igen,1,10
4.425,3,Fronius Symo 4.5-3-M,15,Igen,2273045,Igen,1,10
4.72,3,Fronius Symo 4.5-3-M,16,Igen,2275548,Igen,1,10
5.015,3,Fronius Symo 4.5-3-M,17,Igen,2319245,Igen,1,10
5.31,3,Fronius Symo 4.5-3-M,18,Igen,2392402,Igen,1,10
4.425,3,Fronius Symo 5.0-3-M,15,Igen,2436100,Igen,1,10
4.72,3,Fronius Symo 5.0-3-M,16,Igen,2561660,Igen,1,10
5.015,3,Fronius Symo 5.0-3-M,17,Igen,2419780,Igen,1,10
5.31,3,Fronius Symo 5.0-3-M,18,Igen,2463478,Igen,1,10
5.605,3,Fronius Symo 5.0-3-M,19,Igen,2589038,Igen,1,10
5.9,3,Fronius Symo 5.0-3-M,20,Igen,2632736,Igen,1,10
5.015,3,Fronius Symo 6.0-3-M,17,Igen,2747076,Igen,1,10
5.31,3,Fronius Symo 6.0-3-M,18,Igen,2790773,Igen,1,10
5.605,3,Fronius Symo 6.0-3-M,19,Igen,2932115,Igen,1,10
5.9,3,Fronius Symo 6.0-3-M,20,Igen,2598734,Igen,1,10
6.195,3,Fronius Symo 6.0-3-M,21,Igen,2642432,Igen,1,10
6.49,3,Fronius Symo 6.0-3-M,22,Igen,2756772,Igen,1,10
6.785,3,Fronius Symo 6.0-3-M,23,Igen,2800470,Igen,1,10
7.08,3,Fronius Symo 6.0-3-M,24,Igen,2941811,Igen,1,10
5.9,3,Fronius Symo 7.0-3-M,20,Igen,2985509,Igen,1,10
6.195,3,Fronius Symo 7.0-3-M,21,Igen,3100489,Igen,1,10
6.49,3,Fronius Symo 7.0-3-M,22,Igen,2768180,Igen,1,10
6.785,3,Fronius Symo 7.0-3-M,23,Igen,2811877,Igen,1,10
7.08,3,Fronius Symo 7.0-3-M,24,Igen,2953219,Igen,1,10
7.375,3,Fronius Symo 7.0-3-M,25,Igen,2996916,Igen,1,10
7.67,3,Fronius Symo 7.0-3-M,26,Igen,3111896,Igen,1,10
7.965,3,Fronius Symo 7.0-3-M,27,Igen,3155594,Igen,1,10
8.26,3,Fronius Symo 7.0-3-M,28,Igen,3237812,Igen,1,10
7.375,3,Fronius Symo 8.2-3-M,25,Igen,3281510,Igen,1,10
7.67,3,Fronius Symo 8.2-3-M,26,Igen,3428094,Igen,1,10
7.965,3,Fronius Symo 8.2-3-M,27,Igen,3133236,Igen,1,10
8.26,3,Fronius Symo 8.2-3-M,28,Igen,3248216,Igen,1,10
8.555,3,Fronius Symo 8.2-3-M,29,Igen,3291913,Igen,1,10
8.85,3,Fronius Symo 8.2-3-M,30,Igen,3374132,Igen,1,10
9.145,3,Fronius Symo 8.2-3-M,31,Igen,3417830,Igen,1,10
9.44,3,Fronius Symo 8.2-3-M,32,Igen,3564414,Igen,1,10
9.735,3,Fronius Symo 8.2-3-M,33,Igen,3608112,Igen,1,10
8.555,3,Fronius Symo 10.0-3-M,29,Igen,3713277,Igen,1,10
8.85,3,Fronius Symo 10.0-3-M,30,Igen,3756975,Igen,1,10
9.145,3,Fronius Symo 10.0-3-M,31,Igen,3839880,Igen,1,10
9.44,3,Fronius Symo 10.0-3-M,32,Igen,3493119,Igen,1,10
9.735,3,Fronius Symo 10.0-3-M,33,Igen,3639704,Igen,1,10
10.03,3,Fronius Symo 10.0-3-M,34,Igen,3683401,Igen,1,10
10.325,3,Fronius Symo 10.0-3-M,35,Igen,3788567,Igen,1,10
10.62,3,Fronius Symo 10.0-3-M,36,Igen,3832264,Igen,1,10
10.915,3,Fronius Symo 10.0-3-M,37,Igen,3915169,Igen,1,10
11.21,3,Fronius Symo 10.0-3-M,38,Igen,3958867,Igen,1,10
10.62,3,Fronius Symo 12.5-3-M,36,Igen,4183106,Igen,1,10
10.915,3,Fronius Symo 12.5-3-M,37,Igen,4226804,Igen,1,10
11.21,3,Fronius Symo 12.5-3-M,38,Igen,4384268,Igen,1,10
11.505,3,Fronius Symo 12.5-3-M,39,Igen,4427965,Igen,1,10
11.8,3,Fronius Symo 12.5-3-M,40,Igen,4600613,Igen,1,10
2.655,1,Fronius Primo 3.0-1,9,Igen,1933007,Nem,1,15
2.95,1,Fronius Primo 3.0-1,10,Igen,1976705,Nem,1,15
3.245,1,Fronius Primo 3.0-1,11,Igen,2146687,Igen,1,15
2.95,1,Fronius Primo 3.5-1,10,Igen,2190384,Nem,1,15
3.245,1,Fronius Primo 3.5-1,11,Igen,1997238,Igen,1,15
3.54,1,Fronius Primo 3.5-1,12,Igen,2167220,Igen,1,15
3.835,1,Fronius Primo 3.5-1,13,Igen,2210918,Igen,1,15
3.245,1,Fronius Primo 3.6-1,11,Igen,2284075,Nem,1,15
3.54,1,Fronius Primo 3.6-1,12,Igen,2327773,Igen,1,15
3.835,1,Fronius Primo 3.6-1,13,Igen,2170642,Igen,1,15
4.13,1,Fronius Primo 3.6-1,14,Igen,2214340,Igen,1,15
3.54,1,Fronius Primo 4.0-1,12,Igen,2287497,Igen,1,15
3.835,1,Fronius Primo 4.0-1,13,Igen,2331195,Igen,1,15
4.13,1,Fronius Primo 4.0-1,14,Igen,2456755,Igen,1,15
4.425,1,Fronius Primo 4.0-1,15,Igen,2234873,Igen,1,15
3.835,1,Fronius Primo 4.6-1,13,Igen,2308031,Igen,1,15
4.13,1,Fronius Primo 4.6-1,14,Igen,2351728,Igen,1,15
4.425,1,Fronius Primo 4.6-1,15,Igen,2477288,Igen,1,15
4.72,1,Fronius Primo 4.6-1,16,Igen,2520986,Igen,1,15
5.015,1,Fronius Primo 4.6-1,17,Igen,2336550,Igen,1,15
5.31,1,Fronius Primo 4.6-1,18,Igen,2380247,Igen,1,15
4.425,1,Fronius Primo 5.0-1,15,Igen,2505807,Igen,1,15
4.72,1,Fronius Primo 5.0-1,16,Igen,2549505,Igen,1,15
5.015,1,Fronius Primo 5.0-1,17,Igen,2663845,Igen,1,15
5.31,1,Fronius Primo 5.0-1,18,Igen,2707542,Igen,1,15
5.605,1,Fronius Primo 5.0-1,19,Igen,2848884,Igen,1,15
5.9,1,Fronius Primo 5.0-1,20,Igen,2522918,Igen,1,15
2.655,3,Fronius Symo 3.0-3-M,9,Igen,2566616,Nem,1,15
2.95,3,Fronius Symo 3.0-3-M,10,Igen,2680956,Nem,1,15
3.245,3,Fronius Symo 3.0-3-M,11,Igen,2724654,Nem,1,15
3.245,3,Fronius Symo 3.7-3-M,11,Igen,2865995,Nem,1,15
3.54,3,Fronius Symo 3.7-3-M,12,Igen,2909693,Nem,1,15
3.835,3,Fronius Symo 3.7-3-M,13,Igen,3024673,Nem,1,15
4.13,3,Fronius Symo 3.7-3-M,14,Igen,2015668,Igen,1,15
3.835,3,Fronius Symo 4.5-3-M,13,Igen,2059365,Igen,1,15
4.13,3,Fronius Symo 4.5-3-M,14,Igen,2229347,Igen,1,15
4.425,3,Fronius Symo 4.5-3-M,15,Igen,2273045,Igen,1,15
4.72,3,Fronius Symo 4.5-3-M,16,Igen,2275548,Igen,1,15
5.015,3,Fronius Symo 4.5-3-M,17,Igen,2319245,Igen,1,15
5.31,3,Fronius Symo 4.5-3-M,18,Igen,2392402,Igen,1,15
4.425,3,Fronius Symo 5.0-3-M,15,Igen,2436100,Igen,1,15
4.72,3,Fronius Symo 5.0-3-M,16,Igen,2561660,Igen,1,15
5.015,3,Fronius Symo 5.0-3-M,17,Igen,2419780,Igen,1,15
5.31,3,Fronius Symo 5.0-3-M,18,Igen,2463478,Igen,1,15
5.605,3,Fronius Symo 5.0-3-M,19,Igen,2589038,Igen,1,15
5.9,3,Fronius Symo 5.0-3-M,20,Igen,2632736,Igen,1,15
5.015,3,Fronius Symo 6.0-3-M,17,Igen,2747076,Igen,1,15
5.31,3,Fronius Symo 6.0-3-M,18,Igen,2790773,Igen,1,15
5.605,3,Fronius Symo 6.0-3-M,19,Igen,2932115,Igen,1,15
5.9,3,Fronius Symo 6.0-3-M,20,Igen,2598734,Igen,1,15
6.195,3,Fronius Symo 6.0-3-M,21,Igen,2642432,Igen,1,15
6.49,3,Fronius Symo 6.0-3-M,22,Igen,2756772,Igen,1,15
6.785,3,Fronius Symo 6.0-3-M,23,Igen,2800470,Igen,1,15
7.08,3,Fronius Symo 6.0-3-M,24,Igen,2941811,Igen,1,15
5.9,3,Fronius Symo 7.0-3-M,20,Igen,2985509,Igen,1,15
6.195,3,Fronius Symo 7.0-3-M,21,Igen,3100489,Igen,1,15
6.49,3,Fronius Symo 7.0-3-M,22,Igen,2768180,Igen,1,15
6.785,3,Fronius Symo 7.0-3-M,23,Igen,2811877,Igen,1,15
7.08,3,Fronius Symo 7.0-3-M,24,Igen,2953219,Igen,1,15
7.375,3,Fronius Symo 7.0-3-M,25,Igen,2996916,Igen,1,15
7.67,3,Fronius Symo 7.0-3-M,26,Igen,3111896,Igen,1,15
7.965,3,Fronius Symo 7.0-3-M,27,Igen,3155594,Igen,1,15
8.26,3,Fronius Symo 7.0-3-M,28,Igen,3237812,Igen,1,15
7.375,3,Fronius Symo 8.2-3-M,25,Igen,3281510,Igen,1,15
7.67,3,Fronius Symo 8.2-3-M,26,Igen,3428094,Igen,1,15
7.965,3,Fronius Symo 8.2-3-M,27,Igen,3133236,Igen,1,15
8.26,3,Fronius Symo 8.2-3-M,28,Igen,3248216,Igen,1,15
8.555,3,Fronius Symo 8.2-3-M,29,Igen,3291913,Igen,1,15
8.85,3,Fronius Symo 8.2-3-M,30,Igen,3374132,Igen,1,15
9.145,3,Fronius Symo 8.2-3-M,31,Igen,3417830,Igen,1,15
9.44,3,Fronius Symo 8.2-3-M,32,Igen,3564414,Igen,1,15
9.735,3,Fronius Symo 8.2-3-M,33,Igen,3608112,Igen,1,15
8.555,3,Fronius Symo 10.0-3-M,29,Igen,3713277,Igen,1,15
8.85,3,Fronius Symo 10.0-3-M,30,Igen,3756975,Igen,1,15
9.145,3,Fronius Symo 10.0-3-M,31,Igen,3839880,Igen,1,15
9.44,3,Fronius Symo 10.0-3-M,32,Igen,3493119,Igen,1,15
9.735,3,Fronius Symo 10.0-3-M,33,Igen,3639704,Igen,1,15
10.03,3,Fronius Symo 10.0-3-M,34,Igen,3683401,Igen,1,15
10.325,3,Fronius Symo 10.0-3-M,35,Igen,3788567,Igen,1,15
10.62,3,Fronius Symo 10.0-3-M,36,Igen,3832264,Igen,1,15
10.915,3,Fronius Symo 10.0-3-M,37,Igen,3915169,Igen,1,15
11.21,3,Fronius Symo 10.0-3-M,38,Igen,3958867,Igen,1,15
10.62,3,Fronius Symo 12.5-3-M,36,Igen,4183106,Igen,1,15
10.915,3,Fronius Symo 12.5-3-M,37,Igen,4226804,Igen,1,15
11.21,3,Fronius Symo 12.5-3-M,38,Igen,4384268,Igen,1,15
11.505,3,Fronius Symo 12.5-3-M,39,Igen,4427965,Igen,1,15
11.8,3,Fronius Symo 12.5-3-M,40,Igen,4600613,Igen,1,15
